id,name,slug,headline,publisher_name,publisher_display_name,publisher_slug,course_type_id,category_name,category_slug,root_category_name,root_category_slug,level,environment,environment_name,avg_duration,points,language,locale,rating,enrolled,certified,liked,loved,disliked,active,enrollable,trending,visibility,responsive,contains_audio,contains_video,supported_in_mobile_app,softonic_ads_on,dfp_on,list_ranking,custom_list_ranking,published,cefr_score_description,courseImgUrl,outcomes,tags,categories_slugs,translations
6470,Medication Management and Administration,medication-management-and-administration,Learn the best practices for ensuring medication safety through proper medicine management in this free online course.,Skill Tutor,Skill Tutor,skill-tutor,1,Health,health,Health,health,2,workplace_job_role_training,Workplace - Job Role Training,1.5-3,50,en-GB,en,3,70603,16940,1157,1729,114,1,1,0,1,1,0,0,0,0,0,11,1000000,True,Supplementary Courses,https://cdn01.alison-static.net/courses/6470/alison_courseware_intro_6470.jpg,"<p>By the end of this course, you will be able to:</p><ul><li>Discuss the numerous benefits of proper medication management</li><li>Recognise the legal consideration of medication administration</li><li>Identify the roles and responsibilities of healthcare professionals in medication management</li><li>Distinguish between the various medication administration methods</li><li>Recall safety guidelines to be followed when administering medications</li><li>Explain the importance and principles of accurate medication documentation</li><li>Explain how pediatric doses are typically determined and the need for careful calculation</li><li>Recall the different units of measurement with their uses in medication calculations</li><li>Recognise the standard formula used in healthcare to calculate medication dosages</li><li>Identify the correct formula for calculating the infusion rate in mL/hr</li><li>State safety standards healthcare professionals should adhere to when administering medications</li><li>Discuss important considerations for pregnancy medication</li></ul>",health|healthcare|healthcare_management|medicine,"[""health""]","[""en"", ""es""]"
2688,Construction Safety and Health,construction-safety-and-health,Learn about best practice in construction health and safety with this free online safety training course.,Health and Safety Authority,Health and Safety Authority,health-and-safety-authority,1,Engineering & Construction,engineering,Engineering & Construction,engineering,1,workplace_job_role_training,Workplace - Job Role Training,3-4,50,en,en,3,93796,20958,319,721,21,1,1,0,1,1,0,0,1,0,0,12,1000000,True,Supplementary Courses,https://cdn01.alison-static.net/courses/2688/alison_courseware_intro_2688.jpg,"<p>By the end of this course, you will be able to:</p><ul><li>Describe the SMP20</li><li>Outline the different sections in the SMP20</li><li>Discuss forms in SMP20</li><li>Identify key Identify the key regulations that govern safety at work in construction</li><li>Define hazard, risk, and control measures</li><li>Describe the SSWP document</li><li>Describe the duties of different groups of people when it comes to scaffolding work</li><li>Describe the features of different types of scaffold</li><li>Discuss common hazards and risk controls that can occur when doing scaffolding work</li><li>Define demolition work</li><li>Discuss the process of noise assessment</li></ul>",health_and_safety|construction|construction_management|transition_year_practical_studies|uk_apprenticeships|construction_apprenticeships,"[""engineering""]","[""en"", ""es""]"
5690,Hazard Analysis Critical Control Points (HACCP),hazard-analysis-critical-control-points-haccp,This free online food safety course lays out the seven steps of HACCP to help you prevent food contamination hazards.,Training Facility UK,Training Facility UK,training-facility-uk,1,Health,health,Health,health,3,workplace_formal,Workplace - Formal,3-4,50,en-GB,en,3,72587,19311,1078,1859,90,1,1,0,1,1,0,0,0,0,0,13,1000000,True,Supplementary Courses,https://cdn01.alison-static.net/courses/5690/alison_courseware_intro_5690.jpg,"<p>By the end of this course, you will be able to:</p><ul><li>Define ‘HACCP’ and describe its history and purpose</li><li>Outline the seven basic principles of HACCP</li><li>Summarize the various categories of food safety hazards</li><li>Explain how to apply risk analysis to food safety</li><li>Describe the process of evaluating, managing, and communicating risk</li><li>Discuss required programmes and their importance in the HACCP plan</li><li>Explain how to implement and maintain your HACCP plan</li></ul>",food_safety|food_and_beverage|haccp|food_service|food_technology,"[""health""]","[""en"", ""es""]"
5668,Fundamentals of Manual Handling,fundamentals-of-manual-handling,Learn how to manage the risks associated with manual handling and lifting in this free online health and safety course.,Training Facility UK,Training Facility UK,training-facility-uk,1,Management,management,Management,management,1,workplace_job_role_training,Workplace - Job Role Training,1.5-3,50,en-GB,en,3,75257,20392,1480,1333,146,1,1,0,1,1,0,0,0,0,0,14,1000000,True,Supplementary Courses,https://cdn01.alison-static.net/courses/5668/alison_courseware_intro_5668.jpg,"<p>By the end of this course, you will be able to:</p>
<ul>
<li>Define ‘manual handling’ and lay out its four key areas</li>
<li>Discuss how to recognise and prevent manual handling injuries</li>
<li>Explain how to carry out manual handling risk assessments </li>
<li>Analyse the role of legislation relevant to the health and safety aspects of manual handling</li>
<li>Outline how to determine the maximum weight you can safely handle</li>
<li>Describe the proper technique for lifting heavy weights</li>
</ul>",health_and_safety|construction|labour_law|warehouse_management|manual_handling,"[""engineering"", ""management""]","[""en"", ""es""]"
2851,An Introduction to Good Lab Practices,an-introduction-to-good-lab-practices,"In this free online course, learn about the systems and principles involved in good laboratory practices.",NPTEL,NPTEL,nptel,1,Teaching & Academics,education,Teaching & Academics,education,3,academic_third_level,Academic - Third Level,3-4,50,en,en,3,31212,7485,311,368,26,1,1,0,1,1,0,1,1,0,0,15,1000000,True,Supplementary Courses,https://cdn01.alison-static.net/courses/2851/alison_courseware_intro_2851.jpg,"<p>By the end of this course, you will be able to:</p><ul><li>Discuss the laboratory guidelines and precautions</li><li>Describe the contents of the material safety data sheet (MSDS)</li><li>Explain the components of liquid handling systems in the laboratory</li><li>Discuss the uses of the water distillation unit</li><li>Describe the different types of centrifuges</li><li>Explain the roles of different buffer solutions</li><li>Discuss the importance of keeping a laboratory notebook</li><li>Describe the factors that influence centrifugation</li></ul>",science|laboratory,"[""education""]","[""en"", ""es""]"
1608,Health and Safety for Caregiving,health-and-safety-for-caregiving-revised,"Learn how to provide pain relief, improve strength, increase range of motion and perform types of physical therapy.",Advance Learning - Health & Safety,Advance Learning - Health & Safety,advance-learning-health-safety,1,Health,health,Health,health,1,workplace_job_role_training,Workplace - Job Role Training,1.5-3,50,en,en,3,70655,21070,317,703,25,1,1,0,1,1,0,0,1,0,0,16,465,True,Supplementary Courses,https://cdn01.alison-static.net/courses/1608/alison_courseware_intro_1608.jpg,"<p>By the end of this course, you will be able to:</p><ul><li>Discuss the universal precautions that a care worker must take when working with a client</li><li>Describe the importance of clients receiving sufficient nutrition and hydration</li><li>Recognize and prevent all forms of foodborne illnesses</li><li>List the actions that should be taken in an emergency with a client</li><li>Recall the symptoms of a range of illnesses and describe how to prevent and treat them</li><li>Explain how to prepare meals for clients with special dietary requirements</li><li>Recall how to call for emergency assistance in a calm and professional manner</li><li>Paraphrase the usual fire safety precautions and what to do in the event of a fire</li></ul>",health_and_safety|health|caregiving|social_care|manual_handling,"[""health""]","[""en"", ""es""]"
6341,Drugs and Alcohol - Awareness and Prevention,drugs-and-alcohol-awareness-and-prevention,Learn how to help people make better choices to prevent drug and alcohol misuse in this free online wellness course.,Skill Tutor,Skill Tutor,skill-tutor,1,Personal Development,personal-development,Personal Development,personal-development,1,personal_development_activities_and_hobbies,Personal Development - Activities and Hobbies,1.5-3,50,en-GB,en,3,27998,9843,789,779,39,1,1,0,1,1,0,0,0,0,0,17,1000000,True,Supplementary Courses,https://cdn01.alison-static.net/courses/6341/alison_courseware_intro_6341.jpg,"<p>By the end of this course, you will be able to:</p><ul><li>Classify drugs by source, legal status and effect on the central nervous system</li><li>Describe how addiction starts and the role of the brain in addiction</li><li>Recall the myths and misconceptions regarding the use of drugs and alcohol</li><li>Define ‘drugs’</li><li>Discuss the historical context of drugs and their use in the modern era</li><li>Recognise the short- and long-term effects of drugs and alcohol on the body and mind</li><li>Analyse the relationship between mental health and substance abuse and misuse</li><li>Evaluate the signs, risk factors and interventions required for overdoses</li><li>Discuss the social implications of drugs and alcohol</li><li>Explain how to enhance self-awareness and resist peer pressure to prevent drug and alcohol misuse</li><li>Recognise the signs of substance abuse in others and explain how to intervene</li><li>Outline the importance of early intervention in helping people addicted to drugs and alcohol</li></ul>",addiction|substance_abuse|alcohol|drugs,"[""health"", ""personal_development""]","[""en"", ""es""]"
7653,Lean Six Sigma: Yellow Belt,lean-six-sigma-yellow-belt,Boost efficiency and solve problems effectively for your organisation or business in this free online course.,"Advance Learning - Management, Leadership & Strategy","Advance Learning - Management, Leadership & Strategy",advance-learning-management-leadership-strategy,1,Business,business,Business,business,2,workplace_job_role_training,Workplace - Job Role Training,4-5,50,en-GB,en,3,6314,1258,124,169,12,1,1,0,1,1,0,1,1,0,0,18,1000000,True,Supplementary Courses,https://cdn01.alison-static.net/courses/7653/alison_courseware_intro_7653.jpg,"<p>By the end of this course, you will be able to:</p><ul><li>Define the principles of Lean Six Sigma in organisational contexts</li><li>Describe the core concepts of Lean and Six Sigma practices</li><li>Summarise the phases of the DMAIC methodology clearly</li><li>Identify the purpose of Define phase tools for project goals</li><li>Analyse data using Measure and Analyse phase tools effectively</li><li>Apply Improve and Control phase tools to sustain outcomes</li><li>Explain Yellow Belt responsibilities in project environments</li><li>Recognise opportunities for process improvement initiatives</li><li>Evaluate methods to sustain a Lean Six Sigma culture</li><li>Discuss the impact of Lean Six Sigma through case studies</li><li>Compare Lean Six Sigma tools across different project phases</li><li>Illustrate the link between DMAIC steps and project success</li></ul>",six_sigma|lean|lean_six_sigma|5s,"[""business"", ""management""]","[""en""]"
6574,Anger Management: A Guide to Emotional Regulation and Conflict Resolution,anger-management-a-guide-to-emotional-regulation-and-conflict-resolution,"Gain essential skills for healthier emotions, relationships, and conflict resolution in this free online course.","Advance Learning - Management, Leadership & Strategy","Advance Learning - Management, Leadership & Strategy",advance-learning-management-leadership-strategy,1,Teaching & Academics,education,Teaching & Academics,education,3,personal_development_personal_improvement,Personal Development - Personal Improvement,3-4,50,en-GB,en,3,17740,3714,299,376,18,1,1,0,1,1,0,1,0,0,0,19,1000000,True,Supplementary Courses,https://cdn01.alison-static.net/courses/6574/alison_courseware_intro_6574.jpg,"<p>By the end of this course, you will be able to:</p><ul><li>Identify the effects of anger on both the body and mind</li><li>Outline personal triggers and stressors that lead to anger</li><li>Define anger journaling and its use in identifying and understanding emotional patterns related to anger</li><li>Apply relaxation techniques to control physiological responses to anger</li><li>Change personal beliefs and values that negatively influence anger responses</li><li>Identify and record personal negative thoughts and triggers as part of cognitive restructuring techniques</li><li>Analyse conflict types and resolution methods</li><li>Discuss the interplay between anger, health, and substance abuse</li><li>Create a plan for managing emotions and preventing relapse</li><li>Create a personalised anger management plan incorporating cognitive and emotional strategies</li><li>Apply problem-solving and negotiation skills to resolve workplace conflicts effectively</li></ul>",emotional_intelligence|personal_development|anger_management|adulting,"[""education"", ""personal_development""]","[""en"", ""es""]"
1793,Physical Education - Coaching Styles and Techniques,physical-education-coaching-styles-and-techniques-revised,Learn about the different types of coaching styles and coaching techniques from this free online course,XSIQ,XSIQ,xsiq,1,Teaching & Academics,education,Teaching & Academics,education,1,personal_development_activities_and_hobbies,Personal Development - Activities and Hobbies,1.5-3,50,en,en,3,46439,11030,239,532,18,1,1,0,1,1,0,1,0,0,0,20,447,True,Supplementary Courses,https://cdn01.alison-static.net/courses/1793/alison_courseware_intro_1793.jpg,"<p>By the end of this course, you will be able to:</p><ul><li>Describe the effectiveness of a coach in improving team performance and the elements that good coaches should consider</li><li>Illustrate effective coaching styles and techniques</li><li>Explain legal ergogenic aids that need to be considered in physical activity</li><li>Explain illegal ergogenic aids such as amphetamines, ephedrine, beta-blockers, anabolic steroids and many others</li><li>Describe sports psychology, limits to performance, sporting injuries</li><li>Identify recreational and physical activities for different groups within a society</li><li>Describe how physical activity affects different social groups as children, teenagers, adults and the elderly</li></ul>",health_and_fitness|fitness|education|coaching|health|physical_education|sports_psychology|transition_year|transition_year_moral_social_personal_development|sdg_8_decent_work_and_economic_growth,"[""education""]","[""en"", ""es""]"
5663,Lockout Tagout (LOTO) Awareness,lockout-tagout-loto-awareness,This free online health and safety course explains how to use Lockout Tagout (LOTO) protocols to manage energy hazards.,Jawad Chand,Jawad Chand,Jawad-Chand,1,Management,management,Management,management,2,workplace_job_role_training,Workplace - Job Role Training,1.5-3,50,en,en,3,5904,2777,193,204,10,1,1,0,1,1,0,0,0,0,0,21,1000000,True,Supplementary Courses,https://cdn01.alison-static.net/courses/5663/alison_courseware_intro_5663.jpg,"<p>By the end of this course, you will be able to:</p>
<ul>
<li>Define ‘Lockout Tagout’ (LOTO) and describe its purpose and benefits</li>
<li>Outline the Lockout Tagout regulations of different countries</li>
<li>Explain the essential elements of a successful Lockout Tagout programme</li>
<li>Define ‘hazardous energy’ and identify energy sources that require LOTO procedures</li>
<li>Discuss when Lockout Tagout is necessary and when exceptions to LOTO can be made</li>
<li>Describe the roles and responsibilities of authorised and affected employees in the context of LOTO</li>
<li>Identify different types of Lockout Tagout devices</li>
<li>Summarise the six-step approach to applying Lockout Tagout (LOTO) procedures on machines or equipment</li>
<li>Explain how to remove Lockout Tagout devices like guards</li>
<li>Outline the group LOTO procedures</li>
</ul>",health_and_safety|risk_management|health,"[""engineering"", ""management""]","[""en"", ""es""]"
5537,Introduction to Autism Awareness and Support,introduction-to-autism-awareness-and-support,Learn how to support people with Autism Spectrum Disorder (ASD) in this free online autism awareness course.,Training Facility UK,Training Facility UK,training-facility-uk,1,Health,health,Health,health,3,personal_development_personal_improvement,Personal Development - Personal Improvement,1.5-3,50,en-GB,en,3,37747,9917,533,714,30,1,1,0,1,1,0,0,1,0,0,22,1000000,True,Supplementary Courses,https://cdn01.alison-static.net/courses/5537/alison_courseware_intro_5537.jpg,"<p>By the end of this course, you will be able to:</p><ul><li>Identify the signs and symptoms of autism</li><li>Recognise the most common causes and types of autism</li><li>Explain the importance of a person-centred approach to helping those with ASD</li><li>Outline various autism communication strategies</li><li>Describe how to increase autism awareness</li><li>Discuss how to enhance social skills among children with autism</li><li>Explain how to support adults and children with ASD</li></ul>",autism|special_education|child_development|special_needs|neurodiverse,"[""health""]","[""en"", ""es""]"
6404,Hydrogen Sulphide Safety Training,hydrogen-sulphide-safety-training,"Learn how to identify, prevent and respond to hydrogen sulphide exposure in the workplace in this free online course.",Course Cloud,Course Cloud,course-cloud,1,Teaching & Academics,education,Teaching & Academics,education,2,workplace_job_role_training,Workplace - Job Role Training,1.5-3,50,en-GB,en,3,3498,1263,96,141,7,1,1,0,1,1,0,1,0,0,0,23,1000000,True,Supplementary Courses,https://cdn01.alison-static.net/courses/6404/alison_courseware_intro_6404.jpg,"<p>By the end of this course, you will be able to:</p><ul><li>Identify the physical and chemical properties of hydrogen sulphide (H2S)</li><li>Recognise sources of H2S exposure in different workplaces</li><li>Evaluate the risks associated with the exposure to H2S</li><li>Select the right equipment for the detection and monitoring of H2S</li><li>Outline various control measures to reduce H2S exposure, including risk assessment and the use of PPEs</li><li>Discuss various strategies required for addressing emergencies arising from H2S exposure</li><li>List components integral to the effectiveness of H2S training programs</li><li>Recall different engineering and administrative control measures to mitigate the risks of H2S exposure</li></ul>",health_and_safety|health,"[""health"", ""education""]","[""en"", ""es""]"
4882,HACCP Food Safety System for Restaurants and Other Catering Services,haccp-food-safety-system-for-restaurants-and-other-catering-services,"In this free online course, learn how to implement the HACCP Food Safety System in your catering establishment.",Mokhtar Harb Abd-El-Khalek,Mokhtar Harb Abd-El-Khalek,mokhtar-harb-abd-el-khalek,1,Business,business,Business,business,3,workplace_job_role_training,Workplace - Job Role Training,3-4,50,en,en,3,173755,43032,2917,6289,214,1,1,0,1,1,0,0,1,0,0,24,1000000,True,Supplementary Courses,https://cdn01.alison-static.net/courses/4882/alison_courseware_intro_4882.jpg,"<p>By the end of this course, you will be able to:</p><ul><li>Define the ‘catering industry’ and its different types</li><li>Discuss the importance of food safety in the catering industry</li><li>Define HACCP food safety system and its importance</li><li>Explain the key HACCP prerequisite programs</li><li>List the five preliminary steps of HACCP</li><li>Describe the seven principles of HACCP food safety system</li><li>Explain how to establish a HACCP worksheet</li></ul>",food_safety|haccp|catering|sdg_2_zero_hunger,"[""business""]","[""en"", ""es""]"
